magpiid,z,snr_peak_m0,fwhm_src_maj_as,fwhm_src_min_as,fwhm_src_maj_kpc,fwhm_src_min_kpc,resolved,co_opt_dx_as,co_opt_dy_as,co_opt_offset_as,co_opt_offset_sig,co_opt_offset_kpc,beam_fwhm_maj_as,beam_fwhm_min_as,theta_obs_deg,theta_beam_deg
1203040085,0.3124,4.1956978414996176,3.3828369977921455,0.0,15.994165495735082,0.0,False,1.1027841219248078,-0.005785392317996691,1.1027992973944727,4.795986467730595,5.214071645373241,2.2747907945750403,1.6366808515428,15.577430208319536,15.486603272189996
1203053204,0.307,2.9573280655060756,6.676526743984093,0.0,31.19362934170164,0.0,False,-1.841781137961968,-2.708895998556471,3.2757098911759175,10.041121006213356,15.304556410016357,2.2747907945750403,1.6366808515428,59.28628263684867,15.486603272189996
1203070184,0.3084,2.950243390545971,0.5133854368413743,0.0,2.4060800334946912,0.0,False,-1.613359081397162,-0.23262554342865938,1.6300436095338595,4.984646143619904,7.639514293111628,2.2747907945750403,1.6366808515428,-102.2261095307904,15.486603272189996
1203076068,0.3062,9.068641759774932,1.6883314842388433,0.0,7.874029953734796,0.0,False,0.005714286148610647,-0.08409492493279387,0.08428884544019119,0.7922999256874772,0.3931057970295467,2.2747907945750403,1.6366808515428,-16.979052192102387,15.486603272189996
1203081107,0.3059,2.5799287301739593,0.0,0.0,0.0,0.0,False,-1.349441129501972,0.3768324371988555,1.4010688947074612,3.7466615561726346,6.529908852478948,2.2747907945750403,1.6366808515428,-18.90909174087062,15.486603272189996
1203081168,0.312,2.607184114550235,10.327844446811952,0.3459203046193988,48.78787198403199,1.6340985406357629,False,0.3889861818000148,0.04579240743879996,0.3916723046251742,1.0584536104521354,1.8502271559330459,2.2747907945750403,1.6366808515428,52.5779552718047,15.486603272189996
1203087201,0.3088,2.9036069068833896,1.1969894732658077,0.0,5.614891248430204,0.0,False,-4.487280448852274,-1.6482294151981824,4.780412747010074,14.387339124227088,22.424171888360906,2.2747907945750403,1.6366808515428,-5.672237626133479,15.486603272189996
1203094051,0.3107,2.912301585345129,5.538269526843218,0.0,26.0880743213117,0.0,False,-0.1847035328566398,-0.840385087645575,0.860443194282333,2.5973819274999896,4.053126322744928,2.2747907945750403,1.6366808515428,-13.801673120781151,15.486603272189996
1203040085,0.3124,4.1956978414996176,3.3828380734311816,0.0,15.99417058139211,0.0,False,1.1027842058045654,-0.005785366516907994,1.1027993811377212,4.795986831923325,5.214072041314097,2.2747907945750403,1.6366808515428,15.577432128612706,15.486603272189996
1203053204,0.307,2.9573280655060756,1.2083504277558865,0.0,5.645575432206125,0.0,False,-2.052208482423659,2.63054482460579,3.336364148229615,10.227046120112718,15.58794124244201,2.2747907945750403,1.6366808515428,11.78014519946748,15.486603272189996
1203070184,0.3084,2.950243390545971,0.6915452534915414,0.0,3.2410604338941114,0.0,False,-1.810095675224292,-0.1565793950789084,1.8168553768610651,5.555913409197336,8.515043731876613,2.2747907945750403,1.6366808515428,-12.72181172547215,15.486603272189996
1203076068,0.3062,9.068641759774932,1.4730880386554264,0.0,6.870178900970121,0.0,False,-0.027579591964063264,-0.0662208104177592,0.07173443820989349,0.6742907648825262,0.33455463009012576,2.2747907945750403,1.6366808515428,-14.478317903909831,15.486603272189996
1203081107,0.3059,2.5799287301739593,0.9108237925657574,0.0,4.245042030831344,0.0,False,-1.497768956172152,-5.3730508894524,5.577901729747329,14.916118724708896,25.996715808140017,2.2747907945750403,1.6366808515428,-11.277356176817962,15.486603272189996
1203081168,0.312,2.607184114550235,0.0,0.0,0.0,0.0,False,0.5934771015455831,-2.6193153616947273,2.6857081066394626,7.257846440823881,12.687060109009485,2.2747907945750403,1.6366808515428,-32.509723905337495,15.486603272189996
1203087201,0.3088,2.9036069068833896,0.0,0.0,0.0,0.0,False,-4.627725520979106,-1.6060695077405929,4.8985000521808155,14.7427398386989,22.978101050782758,2.2747907945750403,1.6366808515428,-3.754123493463182,15.486603272189996
1203094051,0.3107,2.912301585345129,0.9926549345218431,0.0,4.675911055196239,0.0,False,3.817654413334265,-5.2166246421251445,6.464337388818586,19.513610216865207,30.450326301410314,2.2747907945750403,1.6366808515428,-9.486474610676838,15.486603272189996
1203103298,0.3076,3.278549097346902,0.821104136098356,0.0,3.841436787709006,0.0,False,-3.5683404496164584,5.816948374047325,6.824217314146788,23.190590327845275,31.926278635556738,2.2747907945750403,1.6366808515428,-9.405755474726195,15.486603272189996
1203153287,0.3069,3.686796185648545,0.0,0.0,0.0,0.0,False,-4.82846687173139,5.472340191042224,7.29798598915506,27.88877372498527,34.089567941463294,2.2747907945750403,1.6366808515428,29.288830355873227,15.486603272189996
1203196196,0.3094,3.6305920371949494,0.0,0.0,0.0,0.0,False,-4.313888962702537,-1.7858145057125636,4.668915444869416,17.569958008096226,21.930193780400504,2.2747907945750403,1.6366808515428,10.494705631508392,15.486603272189996
1203230310,0.3111,3.0875749088683078,0.3330185555955994,0.0,1.5700623691533089,0.0,False,5.329288802584159,4.432103491125396,6.9314400017164415,22.18289559862108,32.67923942338647,2.2747907945750403,1.6366808515428,-30.59422458929362,15.486603272189996
1203247089,0.3059,2.525573129474454,0.0,0.0,0.0,0.0,False,2.927231759020782,4.658168951940882,5.501565573166053,14.402023189911068,25.640938767833678,2.2747907945750403,1.6366808515428,48.98717388590685,15.486603272189996
1203276130,0.3136,2.489086902460402,1.8269551503910109,0.0,8.660427470076426,0.0,False,5.962137993302717,-4.281374268460036,7.34011274285453,18.937386988089887,34.794786296790186,2.2747907945750403,1.6366808515428,-26.074764196795332,15.486603272189996
1203287367,0.3079,4.027996851262218,16.05202942064207,3.1848481426951056,75.14755885873132,14.909863232092702,False,3.2226811723391067,2.5742239037214683,4.1245972706483665,17.220586410871928,19.309297786735097,2.2747907945750403,1.6366808515428,-32.555317546041735,15.486603272189996
1203303373,0.3108,4.926778186568521,64.28416380208978,1.906515554160954,302.877584300524,8.982629489486692,False,-17.810757599777553,-79.30888645830252,81.28420853729189,415.09399933140054,382.9740213989478,2.2747907945750403,1.6366808515428,-460.99453944396413,15.486603272189996
1203305151,0.3145,2.8831036048976615,4.014818938673654,0.9970577942403777,19.06872429515765,4.735610864431372,False,4.318677327272348,-3.008661786547605,5.2633658055400305,15.728998380014314,24.998803917060393,2.2747907945750403,1.6366808515428,7.282354315741784,15.486603272189996
1203337311,0.3124,5.36587155044864,0.9136491242758866,0.0,4.319763354911681,0.0,False,5.562568845983486,3.456667196066187,6.549100722287459,36.424970260769264,30.964365374053965,2.2747907945750403,1.6366808515428,152.88194818310976,15.486603272189996
1203338251,0.3116,3.2929161975290104,10.306621146184423,0.0,48.64514425824323,0.0,False,-0.2945180283866356,-2.7089032052416377,2.724866500291926,9.300433074896366,12.860812686437644,2.2747907945750403,1.6366808515428,-41.09348327955003,15.486603272189996
1203352194,0.3171,3.1291423688276407,0.609884687076704,0.0,2.9128854678586684,0.0,False,4.951519125304916,-2.325151077223144,5.470271399132981,17.742363007554395,26.126699688351653,2.2747907945750403,1.6366808515428,-26.37522790609732,15.486603272189996
